CATE,bedrooms,AREA,school,price
shijingshan,2,102.1,0,26739
shijingshan,2,71,0,26479
shijingshan,2,102,0,26471
shijingshan,9,165.21,0,48424
shijingshan,1,91.32,0,38327
shijingshan,2,52.46,0,33931
shijingshan,2,56.09,0,33875
shijingshan,2,62.4,0,31731
shijingshan,2,56.09,0,31379
shijingshan,2,101.54,0,31318
shijingshan,2,56.09,0,31200
shijingshan,2,57,0,30702
shijingshan,2,102,0,30393
shijingshan,2,69.63,0,30160
shijingshan,2,69.9,0,30043
shijingshan,2,69.63,0,29442
shijingshan,2,58.78,0,28752
shijingshan,2,60,0,28334
shijingshan,3,77.68,0,28064
shijingshan,2,102,0,27255
shijingshan,3,80.8,0,27228
shijingshan,2,80.91,0,26573
shijingshan,1,42.93,0,37270
shijingshan,2,58.47,0,35916
shijingshan,2,55.03,0,34164
shijingshan,2,58.47,0,33864
shijingshan,1,42.93,0,33776
shijingshan,2,57.55,0,32842
shijingshan,2,57.55,0,31278
shijingshan,2,54.38,0,31262
shijingshan,2,61.38,0,30955
shijingshan,3,71.55,0,30469
shijingshan,2,58,0,30173
shijingshan,2,62.34,0,29997
shijingshan,3,90.56,0,29815
shijingshan,2,61.74,0,28345
shijingshan,2,71,0,27747
shijingshan,2,57.87,0,32833
shijingshan,2,72.28,0,31821
shijingshan,1,40,0,31250
shijingshan,2,53.89,0,31175
shijingshan,2,59.46,0,31114
shijingshan,2,54.79,0,31028
shijingshan,2,57.75,0,30823
shijingshan,3,75,0,30534
shijingshan,2,64.34,0,30308
shijingshan,2,61.38,0,30304
shijingshan,2,58.44,0,30288
shijingshan,2,55.6,0,30216
shijingshan,3,81.96,0,30015
shijingshan,2,54.02,0,29989
shijingshan,2,56.09,0,29952
shijingshan,2,61.87,0,29902
shijingshan,3,76.06,0,29582
shijingshan,2,55.87,0,29533
shijingshan,2,58.47,0,29417
shijingshan,2,62.97,0,29380
shijingshan,2,62.97,0,29380
shijingshan,2,62.97,0,29380
shijingshan,2,61.38,0,29326
shijingshan,2,55.71,0,29080
shijingshan,2,62.97,0,29062
shijingshan,2,63.1,0,29002
shijingshan,2,61.38,0,29000
shijingshan,3,79.57,0,28906
shijingshan,2,63.03,0,28717
shijingshan,2,65.63,0,28646
shijingshan,2,60,0,28334
shijingshan,2,60.01,0,28329
shijingshan,2,62.17,0,28149
shijingshan,2,62.17,0,28149
shijingshan,2,59.84,0,28075
shijingshan,2,62.97,0,27950
shijingshan,2,63.1,0,27893
shijingshan,2,62.2,0,27814
shijingshan,1,43.17,0,27798
shijingshan,2,63.1,0,27734
shijingshan,3,85.73,0,27412
shijingshan,2,63.86,0,27404
shijingshan,2,62.34,0,27270
shijingshan,3,84.51,0,27216
shijingshan,2,65.63,0,27122
shijingshan,2,63.03,0,26972
shijingshan,2,61.38,0,26231
shijingshan,3,85.73,0,26012
shijingshan,2,62.12,0,31391
shijingshan,2,102,0,31373
shijingshan,2,62.5,0,29600
shijingshan,2,92.28,0,29259
chaoyang,2,57.27,0,45399
chaoyang,2,65.14,0,44827
chaoyang,2,64.6,0,41796
chaoyang,2,57.39,0,40948
haidian,2,79.42,0,70512
haidian,2,80.5,0,68323
haidian,4,131.1,0,61023
haidian,4,131.1,0,59116
haidian,3,81.03,1,79601
haidian,2,61.7,1,79417
haidian,2,61.9,1,78837
haidian,1,40.4,1,77971
haidian,2,61.9,1,77545
haidian,1,41,1,76830
haidian,3,80,1,75000
haidian,2,58.2,1,74743
haidian,3,79,1,71519
haidian,2,66,1,70910
haidian,2,66.1,1,69592
haidian,1,40.2,1,82090
haidian,1,50.2,1,75698
haidian,2,56.8,1,74824
haidian,2,58.3,1,73242
haidian,2,61.9,1,72698
haidian,2,66,1,71970
xicheng,3,84.6,0,94563
xicheng,1,44.7,1,81880
xicheng,2,56,0,80358
xicheng,2,61.9,0,79160
xicheng,2,67.7,0,79026
xicheng,2,61.9,0,77545
shijingshan,2,78.72,0,44462
shijingshan,2,104.47,0,37332
fengtai,2,54.18,0,59986
fengtai,2,57.49,0,57402
fengtai,2,57.49,0,53575
fengtai,1,36.5,0,46576
fengtai,1,50.86,0,41290
fengtai,2,54.8,0,39234
fengtai,2,55,0,39091
fengtai,2,53.7,0,38176
fengtai,2,69.1,0,36180
fengtai,2,63.6,0,35378
fengtai,3,133,0,31579
fengtai,3,67.73,0,37059
dongcheng,2,58,1,72414
dongcheng,2,53.78,0,71588
dongcheng,1,51.96,1,111625
dongcheng,2,68.23,1,109190
dongcheng,2,80.48,1,96919
dongcheng,4,125,1,73600
fengtai,2,102,0,24020
fengtai,3,151,0,21855
fengtai,3,151,0,21722
fengtai,4,152,0,20395
dongcheng,3,71,1,80000
xicheng,2,60,0,75000
xicheng,1,42.68,0,67948
xicheng,2,57.64,0,78071
xicheng,2,54.22,0,67319
chaoyang,2,61.32,0,66863
chaoyang,2,62.06,0,66066
chaoyang,2,62.17,0,65144
chaoyang,2,62.64,0,64656
chaoyang,2,63.34,0,60784
chaoyang,3,79,0,59494
chaoyang,2,62,0,59355
chaoyang,3,85,0,55883
chaoyang,3,85.55,0,54939
chaoyang,3,82.73,1,50768
chaoyang,1,65,0,41231
chaoyang,2,81.72,0,57514
chaoyang,2,96,0,50000
chaoyang,2,82,0,48537
chaoyang,2,97.5,0,46667
chaoyang,3,107,0,46262
chaoyang,2,124,0,45565
chaoyang,2,95.5,0,45550
chaoyang,2,126.9,0,38456
chaoyang,4,192.76,0,59660
chaoyang,2,54.4,0,50552
chaoyang,2,68,0,47059
chaoyang,2,64.88,0,45007
chaoyang,1,53.78,0,57643
chaoyang,2,68,0,55883
chaoyang,2,70,0,55000
chaoyang,3,82.7,0,54414
chaoyang,2,68,0,54412
chaoyang,2,70,1,54286
chaoyang,2,70.11,0,52062
chaoyang,2,68.87,0,51547
chaoyang,2,70,0,51429
chaoyang,3,103.85,0,47184
chaoyang,3,107,0,43926
chaoyang,2,74.85,0,52773
chaoyang,2,75.06,0,52625
chaoyang,2,73.65,0,52275
chaoyang,3,95.95,0,51069
chaoyang,3,120.29,0,47386
xicheng,2,60,1,75000
fengtai,4,117.4,0,40886
fengtai,2,73,0,36302
fengtai,2,73,0,34932
fengtai,2,95,0,33685
fengtai,2,92.84,0,32314
fengtai,2,83.49,0,35334
fengtai,2,87.41,0,34322
fengtai,2,40.88,0,44276
fengtai,1,38.32,0,36535
fengtai,2,54.22,0,33199
fengtai,3,69.05,0,28965
xicheng,3,69.9,1,82690
xicheng,2,80.18,1,81068
xicheng,3,69.7,1,78910
xicheng,2,86.32,1,73564
xicheng,3,101,1,70000
xicheng,2,56.1,1,95009
xicheng,2,57.3,1,95987
xicheng,3,72.3,1,87829
xicheng,2,57.3,1,84992
xicheng,2,58.4,1,81850
xicheng,2,51,1,70000
xicheng,1,56,1,89286
xicheng,2,98.42,1,85349
xicheng,1,43.3,1,87760
xicheng,1,50.6,0,84585
xicheng,2,62.5,0,83200
xicheng,2,78.3,0,81737
xicheng,2,111.3,1,80863
xicheng,1,67.4,0,76410
dongcheng,2,41.85,1,121864
dongcheng,2,67.7,1,109306
dongcheng,2,67.63,1,108680
dongcheng,2,70.83,1,107300
dongcheng,2,70.83,1,98829
dongcheng,4,117.1,1,81982
dongcheng,4,117,1,81197
dongcheng,4,127.54,1,72135
fengtai,2,72.06,0,37469
fengtai,3,72.1,0,37448
fengtai,2,87.22,0,36689
fengtai,3,71.22,0,36507
fengtai,2,72.66,0,35371
fengtai,2,72.66,0,35095
fengtai,2,62.3,0,33708
fengtai,2,57,0,33334
fengtai,3,72.17,0,33255
chaoyang,3,103,0,23301
chaoyang,2,56.39,0,26601
chaoyang,2,66.45,0,25885
chaoyang,2,58.19,0,25434
chaoyang,2,62,0,25162
chaoyang,3,82.57,0,23011
fengtai,3,81,0,40741
fengtai,2,68.51,0,37367
fengtai,2,73,0,35617
fengtai,2,59.1,0,40610
fengtai,2,61.9,0,38773
fengtai,3,98.94,0,37397
fengtai,1,40.3,0,37221
fengtai,2,63.6,0,36164
fengtai,3,121.37,0,32958
fengtai,2,121.25,0,31341
fengtai,1,39.59,0,42435
fengtai,3,75,0,42000
fengtai,2,68.4,0,39474
fengtai,2,59.5,0,41177
dongcheng,2,47.7,0,48847
fengtai,2,56.5,0,61947
fengtai,2,60.3,0,44777
fengtai,2,60,0,41667
fengtai,3,100.68,0,41220
fengtai,2,60,0,40834
fengtai,1,53.8,0,39963
fengtai,2,60.4,0,39404
fengtai,2,75.34,0,37829
chaoyang,1,36.98,0,70309
chaoyang,3,78.21,0,62013
chaoyang,2,52.85,0,60549
chaoyang,1,41.55,0,59688
chaoyang,2,62.3,0,59391
chaoyang,1,48.34,0,58544
chaoyang,2,71.95,0,58374
chaoyang,3,103.19,0,52913
chaoyang,2,67.81,0,52353
chaoyang,2,78,0,43847
chaoyang,2,69.12,0,43403
chaoyang,2,70.26,0,42699
chaoyang,2,53.93,0,42648
chaoyang,2,54,0,42593
chaoyang,2,69,0,42029
chaoyang,3,69.52,0,41715
chaoyang,2,56.88,0,41316
chaoyang,2,67.62,0,41113
chaoyang,2,57.77,0,40679
dongcheng,3,75,1,77334
dongcheng,2,49.7,1,70423
dongcheng,2,59,1,64407
dongcheng,3,68,1,60295
dongcheng,3,102.9,1,60253
fengtai,2,68,0,38236
fengtai,2,68,0,36030
fengtai,2,59,0,35594
fengtai,2,61.74,0,34014
xicheng,2,66.45,1,82769
xicheng,2,53.04,1,86727
xicheng,2,50.7,1,85799
xicheng,2,57.25,1,83843
xicheng,3,78.63,1,80123
xicheng,3,62.08,1,77320
xicheng,2,70.21,0,74064
fengtai,1,48.67,0,36984
fengtai,2,110.3,0,34452
fengtai,2,115.88,0,34001
fengtai,3,148.18,0,33743
fengtai,2,93,0,33334
fengtai,2,110.3,0,32185
fengtai,2,116,0,30604
fengtai,2,117.98,0,30345
fengtai,2,115.69,0,30254
fengtai,2,117.98,0,29582
fengtai,3,139.23,0,28730
xicheng,3,136,0,63236
xicheng,3,120.6,0,74627
xicheng,2,87.03,0,71815
xicheng,3,107,0,68225
xicheng,2,43,0,67442
chaoyang,2,79.27,0,46046
chaoyang,2,72.33,0,45901
chaoyang,2,70,0,44286
chaoyang,2,78.11,0,43273
chaoyang,2,74.54,0,42930
chaoyang,3,74.89,0,42730
chaoyang,1,55.38,0,41532
chaoyang,1,50.61,0,39518
chaoyang,2,80.43,0,38543
fengtai,3,79.06,0,32887
fengtai,2,65,0,29231
fengtai,3,88.31,0,32273
fengtai,2,73,0,31507
fengtai,1,47.69,0,31454
fengtai,3,78,0,29488
fengtai,2,62.83,0,29286
fengtai,2,84,0,28572
fengtai,2,61.85,0,28295
fengtai,3,75.51,0,27149
fengtai,3,142,0,24648
fengtai,2,69.98,0,29295
fengtai,2,75,0,40000
fengtai,2,76,0,28948
fengtai,2,76.67,0,26738
xicheng,2,60,0,66667
xicheng,3,75.61,0,64807
xicheng,3,75.61,0,64145
xicheng,1,44.82,0,63811
xicheng,3,82,0,63171
xicheng,2,76,0,63158
xicheng,1,54.02,0,62940
xicheng,3,83.16,0,61929
xicheng,3,83.49,0,60846
fengtai,3,96.13,0,41091
fengtai,2,69.06,0,40545
fengtai,2,83.78,0,40464
fengtai,3,96.13,0,39010
fengtai,3,96.13,0,37450
dongcheng,2,65.87,1,95643
dongcheng,2,66.08,1,86260
dongcheng,3,88.71,1,76655
fengtai,2,60,0,40000
xicheng,2,95.87,0,73016
xicheng,1,71.35,0,66574
xicheng,1,43.78,0,65327
xicheng,3,128.03,0,62486
xicheng,1,52.35,0,72589
xicheng,2,73.34,0,72267
xicheng,2,73.37,0,72237
xicheng,2,73.77,0,71845
xicheng,2,73.37,0,71556
xicheng,3,92.86,0,71075
xicheng,1,61.55,0,69862
xicheng,1,54.67,0,69508
xicheng,2,73.37,1,68148
xicheng,1,56.98,0,66691
xicheng,1,54.26,0,66348
xicheng,2,72.89,0,66128
xicheng,2,73.77,0,64796
xicheng,3,101,0,64357
xicheng,2,82.63,0,63537
xicheng,3,101,0,62377
xicheng,3,97.18,0,62256
xicheng,2,81.23,0,62170
xicheng,3,103,0,61166
xicheng,2,85.12,0,58741
xicheng,2,94,0,72341
xicheng,2,75.41,0,70283
xicheng,3,100,0,70000
xicheng,2,73.33,0,69549
xicheng,1,54.97,0,69129
xicheng,2,74,0,67568
xicheng,2,74.61,0,67016
xicheng,2,73.14,0,65628
xicheng,2,81.15,0,65312
xicheng,2,67.58,0,65109
xicheng,1,57.67,0,65026
xicheng,2,75.4,0,63661
xicheng,2,75.41,0,63653
xicheng,2,81,0,62963
xicheng,1,58.07,0,62856
xicheng,3,103.1,0,61106
chaoyang,3,81.78,1,71901
chaoyang,1,39.51,0,46824
chaoyang,2,51.64,0,46476
chaoyang,1,40,0,46250
chaoyang,1,43.54,0,45476
chaoyang,2,63.47,0,42225
chaoyang,2,63.97,0,41895
chaoyang,2,62.25,0,41607
chaoyang,1,39.9,0,40853
chaoyang,3,90.19,0,39916
chaoyang,3,83.28,0,37224
chaoyang,3,68.32,0,46839
chaoyang,1,41.07,0,45776
chaoyang,2,76.85,0,45023
chaoyang,2,74.42,0,44747
chaoyang,3,123.95,0,44373
chaoyang,2,65.12,0,44227
chaoyang,2,67.93,0,44164
chaoyang,2,102.01,0,44114
chaoyang,1,48.05,0,43705
chaoyang,2,60.75,0,43622
chaoyang,2,86,0,43024
chaoyang,2,58.11,0,42678
chaoyang,1,52.87,0,41612
chaoyang,3,130.4,0,40645
chaoyang,2,70,0,40000
chaoyang,2,73.37,0,39526
chaoyang,2,70,0,35000
chaoyang,2,72.44,0,39343
chaoyang,2,44.66,0,43664
chaoyang,2,85.04,0,41746
chaoyang,2,68,0,38236
chaoyang,3,93.6,0,37394
haidian,2,60.8,1,91941
haidian,2,54.4,1,91912
haidian,1,41.3,1,89589
haidian,2,77.5,1,85807
haidian,1,64.12,1,83438
haidian,3,135,1,80000
haidian,3,102.42,0,78598
haidian,2,77.6,1,92140
haidian,3,59.49,1,89091
haidian,3,93.94,1,88355
chaoyang,1,78.89,1,70352
chaoyang,2,81.03,1,69111
chaoyang,3,137.11,1,61995
chaoyang,2,99.07,1,60564
chaoyang,2,99.07,1,59554
chaoyang,3,105.91,1,55708
chaoyang,3,131,1,51527
chaoyang,2,72.89,0,43902
dongcheng,3,70.04,0,82810
dongcheng,2,55.55,0,81009
dongcheng,3,70.04,0,78527
dongcheng,3,65.73,0,76069
chaoyang,2,61.97,0,48411
chaoyang,3,82.96,0,45806
chaoyang,2,64.47,0,45758
chaoyang,3,85,0,44706
chaoyang,2,58.37,0,44201
chaoyang,2,58.37,0,43687
chaoyang,2,57,0,43685
chaoyang,2,56.29,0,43525
chaoyang,2,65.77,0,43333
chaoyang,2,70.33,0,39813
chaoyang,3,83.44,0,39550
chaoyang,3,104.73,0,38194
chaoyang,2,70.32,1,46218
chaoyang,2,53.1,0,46140
chaoyang,2,57,0,45439
chaoyang,3,72.52,0,43988
chaoyang,3,82.37,0,43706
chaoyang,2,68.76,0,39995
dongcheng,6,415,0,86747
dongcheng,1,41.2,1,91020
dongcheng,3,78.75,1,85080
dongcheng,2,58.43,1,84717
dongcheng,2,57,0,81579
dongcheng,2,57.5,0,74783
dongcheng,2,57.61,1,87659
dongcheng,3,96.64,1,84851
dongcheng,2,83.64,1,81301
dongcheng,2,75.3,1,79682
dongcheng,2,69.03,1,79676
dongcheng,2,70.39,1,79557
dongcheng,2,70,1,78572
dongcheng,2,84,1,78334
dongcheng,2,69.03,1,77068
dongcheng,3,131,1,76336
dongcheng,2,113.55,1,75738
dongcheng,2,70,1,75715
dongcheng,3,135.98,1,72438
xicheng,3,76.17,0,72995
xicheng,3,97.52,1,53323
fengtai,2,85.3,0,51583
fengtai,1,55.02,0,50891
fengtai,2,101.6,0,50197
fengtai,3,147.49,0,50173
fengtai,3,104.37,0,49632
fengtai,2,93.31,0,48227
fengtai,1,55,0,48182
fengtai,3,103.77,0,47220
fengtai,3,204,0,44608
fengtai,4,204,0,44608
fengtai,3,150.7,0,44128
fengtai,3,132,0,43940
fengtai,3,205.09,0,43396
fengtai,2,160.23,0,42752
fengtai,3,86.03,0,41846
fengtai,3,205,0,41464
fengtai,3,184.66,0,41157
fengtai,4,257.2,0,40825
fengtai,2,159.85,0,40664
fengtai,3,185,0,38379
chaoyang,1,39.8,0,48242
chaoyang,1,60,0,45000
haidian,1,69.73,0,71706
haidian,1,72.74,1,65714
haidian,1,73.23,0,65547
haidian,1,73.23,0,64182
chaoyang,1,46.82,0,44853
chaoyang,2,60.33,0,43097
chaoyang,2,51.31,0,39369
xicheng,3,77.37,0,71087
xicheng,1,44.57,0,86606
xicheng,2,46.11,0,84581
xicheng,1,46.56,0,80542
xicheng,2,65.27,0,79976
xicheng,1,45,1,78889
xicheng,1,46.16,0,78640
xicheng,1,52,0,74039
xicheng,2,65,0,73847
xicheng,1,48.16,0,73713
xicheng,1,50.49,1,73084
xicheng,2,62.5,0,72800
xicheng,2,76.39,1,71999
xicheng,3,100.16,0,71885
xicheng,3,81.19,0,71438
xicheng,3,80,0,71125
xicheng,2,67.5,0,71112
xicheng,2,82.29,0,70483
xicheng,1,50.49,0,70311
xicheng,3,80.18,0,69843
xicheng,2,81.37,0,68822
xicheng,3,81.37,0,68822
xicheng,2,65.45,1,68755
xicheng,2,65.46,0,68745
xicheng,1,48.16,0,68522
xicheng,2,67,0,67911
xicheng,1,52.15,0,67690
xicheng,2,60,1,55000
xicheng,1,43.65,0,53838
xicheng,2,60.49,0,49595
xicheng,2,62.22,0,42591
chaoyang,3,112.77,1,69168
chaoyang,5,113,1,69027
chaoyang,2,78.39,1,50262
chaoyang,2,79,1,49241
chaoyang,1,38.01,1,48672
chaoyang,1,37.93,1,47193
chaoyang,3,112.48,1,46231
chaoyang,1,43.58,1,45893
chaoyang,2,76.29,1,45223
chaoyang,2,76.38,1,45169
chaoyang,1,37.93,1,44820
chaoyang,2,76.29,1,44567
chaoyang,2,77.82,1,44334
chaoyang,3,110.2,1,41743
chaoyang,4,142.28,1,41468
chaoyang,2,61,0,81968
chaoyang,2,120.31,0,43638
chaoyang,3,143.77,0,76512
chaoyang,3,171,0,76024
chaoyang,3,129.14,0,75732
chaoyang,2,97.23,0,71995
chaoyang,2,97.37,0,71891
chaoyang,2,97.3,0,71737
chaoyang,1,49.61,0,71559
chaoyang,3,161.64,0,71146
chaoyang,2,97,0,70928
chaoyang,3,105,0,70477
chaoyang,1,60,0,70000
chaoyang,2,97.3,0,69887
chaoyang,2,96,0,68750
chaoyang,2,96.13,0,68137
chaoyang,1,61,0,68033
chaoyang,2,96.13,0,67513
chaoyang,2,96.13,0,67513
chaoyang,2,94.15,0,66915
chaoyang,1,71.9,0,66760
chaoyang,2,96.06,0,66626
chaoyang,2,108.3,0,66482
chaoyang,2,96.13,0,66473
chaoyang,2,108.46,0,66384
chaoyang,1,71.9,0,66064
chaoyang,1,60.74,0,65855
chaoyang,2,94.15,0,65853
chaoyang,2,111.85,0,65266
chaoyang,2,111.68,0,64470
chaoyang,1,55.21,0,63395
chaoyang,2,85.87,0,61722
chaoyang,1,55.25,0,61358
chaoyang,4,160.75,0,59098
chaoyang,2,69.35,0,57679
chaoyang,2,95.87,0,52989
chaoyang,1,71.95,0,52676
shijingshan,2,52,0,40385
shijingshan,2,73,0,37398
shijingshan,2,73,0,36302
shijingshan,3,85.73,0,36161
shijingshan,2,58.44,0,34224
shijingshan,2,76.68,0,34168
shijingshan,2,79.1,0,32870
shijingshan,3,85.73,0,32661
shijingshan,3,85.78,0,32642
shijingshan,3,85.73,0,32428
shijingshan,2,79.1,0,31606
shijingshan,3,85.73,0,31495
shijingshan,1,69.24,0,31052
shijingshan,3,85.73,0,30328
shijingshan,2,74.75,0,38128
shijingshan,2,74.75,0,36121
shijingshan,2,80.91,0,35966
shijingshan,2,74.43,0,35604
shijingshan,2,76.68,0,35212
shijingshan,2,76.68,0,35212
shijingshan,2,74.75,0,34783
shijingshan,2,74.43,0,34664
shijingshan,2,74.43,0,34261
shijingshan,2,76.68,0,34168
shijingshan,2,74.75,0,34114
shijingshan,2,74.43,0,33992
shijingshan,2,74.45,0,33849
shijingshan,2,74.43,0,29558
shijingshan,2,82.47,0,42440
shijingshan,2,94.58,0,41235
shijingshan,3,59.96,0,29187
shijingshan,2,72.5,0,41380
shijingshan,2,58.46,0,39344
shijingshan,2,56.04,0,39258
shijingshan,1,44.11,0,38541
shijingshan,2,68.82,0,37780
shijingshan,2,52.83,0,37479
shijingshan,3,86.68,0,36918
shijingshan,3,81.75,0,36698
shijingshan,2,75.23,0,35226
shijingshan,2,62.82,0,34703
shijingshan,2,57.73,0,33778
shijingshan,2,59,0,33560
shijingshan,2,60.01,0,33328
shijingshan,2,59,0,33221
shijingshan,2,60.3,0,32505
fengtai,3,78.34,0,45443
fengtai,1,41.58,0,45215
fengtai,1,57.23,0,48926
fengtai,1,47.85,0,43888
fengtai,2,60.74,0,42147
fengtai,2,59,0,41526
fengtai,1,39.9,0,52632
fengtai,1,39.5,0,48102
fengtai,3,60.3,0,46435
fengtai,2,52.8,0,45455
fengtai,2,54.1,0,44363
fengtai,2,56.79,0,42261
fengtai,2,60,0,39167
fengtai,2,64.05,0,44497
fengtai,2,59,0,44068
fengtai,2,62.1,0,39936
fengtai,2,66,0,39394
fengtai,2,71.16,0,38646
fengtai,2,78.89,0,36761
fengtai,2,81.2,0,46799
fengtai,2,56.5,0,46018
fengtai,3,66.91,0,41848
fengtai,3,80.4,0,41045
fengtai,2,49.85,0,40121
fengtai,3,15,0,206667
fengtai,1,37.6,0,50532
fengtai,2,69.6,0,45403
fengtai,3,56,0,43750
fengtai,3,71.4,0,43418
fengtai,2,69.6,0,42386
fengtai,1,37,0,47298
fengtai,3,67.72,0,42086
fengtai,3,66.23,0,39258
fengtai,2,59.56,0,47012
fengtai,1,58,0,43104
fengtai,3,80.32,0,39841
fengtai,2,60.08,0,38616
fengtai,2,56.71,0,26451
dongcheng,2,65.74,1,100396
haidian,2,51.7,1,96712
haidian,2,49.7,1,82898
haidian,2,52.5,1,82858
haidian,2,52,1,82500
haidian,3,80.18,1,81068
haidian,3,71,1,79578
haidian,2,55.6,1,79317
haidian,3,76.8,1,77995
haidian,2,55.6,1,77339
haidian,2,55.6,1,77339
haidian,2,58.9,1,76401
haidian,1,51,1,75491
haidian,3,87.5,1,73715
haidian,2,68,1,72942
haidian,2,59.7,1,70352
haidian,2,65.2,1,69019
haidian,2,114.32,0,63856
haidian,1,79.68,0,62752
haidian,2,98.5,0,59899
haidian,2,113.75,0,56704
haidian,3,208.21,0,45628
haidian,2,56.8,0,79226
haidian,2,56.4,1,72696
haidian,2,65.5,1,64123
shijingshan,3,84.18,0,47399
shijingshan,2,86.8,0,46083
shijingshan,2,63,0,44445
shijingshan,2,66.08,0,43887
shijingshan,2,86.8,0,43549
shijingshan,2,64.32,0,42755
shijingshan,2,62.96,0,42567
shijingshan,2,87,0,42529
shijingshan,1,59.3,0,41822
shijingshan,2,84.68,0,41569
shijingshan,2,77.28,0,41408
shijingshan,2,68,0,41177
shijingshan,2,63.4,0,41010
shijingshan,2,74.3,0,40377
shijingshan,2,81.78,0,39130
shijingshan,2,110,0,39091
shijingshan,2,93.23,0,37542
shijingshan,2,94,0,37235
fengtai,4,169.02,0,28991
dongcheng,1,41.85,0,88411
dongcheng,1,41.85,0,88411
dongcheng,3,53.41,0,86127
haidian,3,90.5,0,32045
haidian,2,82.33,0,30973
haidian,2,87.24,0,30950
haidian,2,90,0,30000
haidian,2,90,0,28889
haidian,2,90,0,28889
chaoyang,3,165,0,78788
haidian,3,116.03,1,68086
xicheng,1,42,1,107143
xicheng,3,69,1,101450
xicheng,2,54.1,1,92422
xicheng,2,90.8,1,90309
xicheng,3,88.7,1,90192
chaoyang,3,135,0,66667
chaoyang,1,100.7,0,38729
xicheng,1,45,1,74445
xicheng,2,54.3,1,73665
dongcheng,1,14.9,0,134229
dongcheng,1,13.7,1,137227
xicheng,2,51,0,113726
xicheng,3,65.5,0,96489
xicheng,2,54.6,1,95239
dongcheng,2,33,0,81819
dongcheng,3,72.77,0,74207
dongcheng,2,50,0,74000
dongcheng,2,66.87,0,73277
dongcheng,1,46.12,0,71553
dongcheng,2,59.52,0,70565
dongcheng,2,72.42,1,70009
dongcheng,1,45.27,1,69583
dongcheng,2,51,0,68628
dongcheng,2,59.52,0,68045
dongcheng,2,61.15,0,65413
dongcheng,2,83,0,118073
dongcheng,2,63.59,0,86492
dongcheng,1,75,0,81334
dongcheng,1,76,0,73685
dongcheng,1,50,0,40000
xicheng,2,42,1,97620
xicheng,4,109.8,1,91075
xicheng,2,55,0,90000
xicheng,3,64.88,0,89396
xicheng,2,56.99,0,87384
fengtai,2,73.07,0,41057
fengtai,2,80.12,0,39941
fengtai,3,73.04,0,39705
xicheng,2,58.36,1,89959
xicheng,3,71,0,87324
xicheng,2,58.1,1,86059
xicheng,2,58.5,1,85471
xicheng,2,62.4,0,83013
haidian,2,54.2,0,51477
haidian,2,70,0,46429
dongcheng,2,56,1,87500
dongcheng,2,54.23,0,81136
dongcheng,1,18,0,136112
dongcheng,1,13.9,0,118706
dongcheng,7,186,0,107527
dongcheng,1,18779.5,0,37275
haidian,1,58,0,60345
haidian,3,139.62,0,60164
haidian,2,88,0,59091
haidian,3,139,0,53957
haidian,1,65.09,0,53772
haidian,1,62,0,53226
haidian,1,56.7,0,52558
haidian,3,139,0,50360
haidian,2,88.59,0,50232
haidian,1,65.09,0,49931
haidian,1,62.66,0,46282
haidian,2,59.6,0,63759
haidian,2,55.6,0,62051
haidian,3,84.56,0,61495
xicheng,3,86.2,0,95128
haidian,2,105.26,0,49402
haidian,1,61.08,0,47479
haidian,2,105.26,0,46552
haidian,3,116.48,0,43785
haidian,3,123.26,0,35697
haidian,3,193.74,1,51564
xicheng,2,91.31,0,71187
xicheng,1,52.59,0,66553
xicheng,1,52.59,0,60849
xicheng,1,67.49,0,56305
xicheng,1,67.49,0,52601
dongcheng,1,45,1,88889
haidian,1,42,1,71429
haidian,1,42.7,1,69087
haidian,1,41.22,1,67929
haidian,1,42.12,1,62441
shijingshan,1,45,0,33778
shijingshan,1,44.88,0,31863
shijingshan,1,45.02,1,31098
shijingshan,1,46.97,0,30871
dongcheng,2,59.55,0,72209
dongcheng,2,78.15,0,70378
dongcheng,3,81.61,1,69845
dongcheng,2,65,1,80000
dongcheng,3,96.39,1,76253
dongcheng,3,69.44,1,76037
dongcheng,2,43.66,1,75585
dongcheng,2,50.35,1,73089
dongcheng,3,97.71,1,72153
dongcheng,2,56.64,1,72034
dongcheng,2,61,1,71476
dongcheng,1,40.13,1,82233
dongcheng,1,40.94,1,80606
dongcheng,1,37.64,1,79703
dongcheng,2,69.36,1,79297
dongcheng,1,50.55,1,79130
dongcheng,3,77.72,1,77201
dongcheng,1,42,1,75000
dongcheng,1,37.64,1,74389
dongcheng,2,55.32,1,74115
dongcheng,1,46,1,73914
dongcheng,2,64,1,73125
dongcheng,2,62,1,72581
dongcheng,3,67.55,1,69283
dongcheng,1,50.38,1,69076
dongcheng,2,66,1,68940
dongcheng,1,51,1,67648
dongcheng,2,59.59,1,67461
dongcheng,2,52.01,1,66334
dongcheng,2,55.62,1,64725
dongcheng,2,77.36,1,60755
dongcheng,1,67.25,1,59480
dongcheng,1,52,1,98077
dongcheng,2,71,1,81691
dongcheng,2,58.2,0,77320
dongcheng,3,61.15,1,70156
dongcheng,2,61.15,1,70156
dongcheng,3,80,1,81250
chaoyang,2,82.55,0,58147
chaoyang,2,92.92,0,57039
chaoyang,2,94.22,0,55190
chaoyang,2,94.47,0,55044
chaoyang,2,93.63,0,55004
chaoyang,2,82,0,54879
chaoyang,3,118.91,0,54664
